PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,Bert_Labels,RoBerta_Loss,RoBerta_Logits,RoBerta_Labels,Albert_Loss,Albert_Logits,Albert_Labels
52,1,of which amounts to much of a story,2,"tensor(2.1614, grad_fn=<NllLossBackward>)","tensor([[-0.4724, -0.0019, -0.7318, -0.0819,  0.1424]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4124, grad_fn=<NllLossBackward>)","tensor([[-0.1139, -0.0966,  0.1890, -0.0440, -0.0055]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1512, grad_fn=<NllLossBackward>)","tensor([[ 0.2839, -0.2019,  0.5207, -0.0130, -0.6796]],
       grad_fn=<AddmmBackward>)",2
53,1,which amounts to much of a story,2,"tensor(2.2381, grad_fn=<NllLossBackward>)","tensor([[-0.4935, -0.0296, -0.8194, -0.1091,  0.1932]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4099, grad_fn=<NllLossBackward>)","tensor([[-0.1178, -0.0988,  0.1879, -0.0513, -0.0096]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0921, grad_fn=<NllLossBackward>)","tensor([[ 0.2588, -0.2347,  0.5933,  0.0290, -0.7564]],
       grad_fn=<AddmmBackward>)",2
54,1,amounts to much of a story,2,"tensor(2.2305, grad_fn=<NllLossBackward>)","tensor([[-0.6031, -0.0899, -0.7876, -0.1789,  0.3927]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4081, grad_fn=<NllLossBackward>)","tensor([[-0.1103, -0.0957,  0.1904, -0.0631, -0.0076]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0757, grad_fn=<NllLossBackward>)","tensor([[ 0.1299, -0.2568,  0.6062,  0.1669, -0.8026]],
       grad_fn=<AddmmBackward>)",2
55,1,amounts,2,"tensor(2.1934, grad_fn=<NllLossBackward>)","tensor([[-0.5867, -0.1356, -0.7774, -0.1880,  0.3386]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4045, grad_fn=<NllLossBackward>)","tensor([[-0.1133, -0.0976,  0.1990, -0.0467, -0.0042]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4600, grad_fn=<NllLossBackward>)","tensor([[ 0.1222, -0.2821,  0.1462, -0.0983,  0.0351]],
       grad_fn=<AddmmBackward>)",2
56,1,to much of a story,2,"tensor(2.2605, grad_fn=<NllLossBackward>)","tensor([[-0.4892,  0.0029, -0.8028, -0.0424,  0.2417]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4042, grad_fn=<NllLossBackward>)","tensor([[-0.1192, -0.1114,  0.1930, -0.0461, -0.0110]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1206, grad_fn=<NllLossBackward>)","tensor([[ 0.1664, -0.2925,  0.5244,  0.0848, -0.7429]],
       grad_fn=<AddmmBackward>)",2
57,1,to,2,"tensor(2.1862, grad_fn=<NllLossBackward>)","tensor([[-0.5974, -0.1083, -0.7353, -0.1746,  0.4057]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3974, grad_fn=<NllLossBackward>)","tensor([[-0.1295, -0.1051,  0.1997, -0.0521, -0.0103]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4538, grad_fn=<NllLossBackward>)","tensor([[ 0.1122, -0.2874,  0.1537, -0.1012,  0.0501]],
       grad_fn=<AddmmBackward>)",2
58,1,much of a story,2,"tensor(2.2781, grad_fn=<NllLossBackward>)","tensor([[-0.5027,  0.0219, -0.8238, -0.0224,  0.2136]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4032, grad_fn=<NllLossBackward>)","tensor([[-0.1219, -0.1076,  0.1959, -0.0412, -0.0107]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0899, grad_fn=<NllLossBackward>)","tensor([[ 0.1312, -0.2176,  0.6358,  0.2935, -0.8158]],
       grad_fn=<AddmmBackward>)",2
59,1,much,2,"tensor(2.2218, grad_fn=<NllLossBackward>)","tensor([[-0.5644, -0.1308, -0.8010, -0.1594,  0.3314]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4019, grad_fn=<NllLossBackward>)","tensor([[-0.1237, -0.1029,  0.1950, -0.0518, -0.0129]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4608, grad_fn=<NllLossBackward>)","tensor([[ 0.1252, -0.2821,  0.1467, -0.0996,  0.0387]],
       grad_fn=<AddmmBackward>)",2
60,1,of a story,2,"tensor(2.2341, grad_fn=<NllLossBackward>)","tensor([[-0.5514, -0.0584, -0.7754, -0.0564,  0.3184]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.3981, grad_fn=<NllLossBackward>)","tensor([[-0.1172, -0.1052,  0.2027, -0.0460, -0.0124]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1123, grad_fn=<NllLossBackward>)","tensor([[ 0.1789, -0.1994,  0.5958,  0.2163, -0.8036]],
       grad_fn=<AddmmBackward>)",2
61,1,a story,2,"tensor(2.3182, grad_fn=<NllLossBackward>)","tensor([[-0.5236, -0.0301, -0.8639,  0.0062,  0.2555]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4016, grad_fn=<NllLossBackward>)","tensor([[-0.1240, -0.1002,  0.1972, -0.0464, -0.0139]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1949, grad_fn=<NllLossBackward>)","tensor([[ 0.2121, -0.2035,  0.5040,  0.2536, -0.7515]],
       grad_fn=<AddmmBackward>)",2
62,1,story,2,"tensor(2.3115, grad_fn=<NllLossBackward>)","tensor([[-0.5758, -0.0867, -0.8887, -0.0923,  0.2974]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4015, grad_fn=<NllLossBackward>)","tensor([[-0.1189, -0.1018,  0.1985, -0.0520, -0.0068]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4518, grad_fn=<NllLossBackward>)","tensor([[ 0.1112, -0.2875,  0.1551, -0.1010,  0.0467]],
       grad_fn=<AddmmBackward>)",2
63,1,.,2,"tensor(2.1594, grad_fn=<NllLossBackward>)","tensor([[-0.6079, -0.1678, -0.6909, -0.2676,  0.5224]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4054, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.1025,  0.1952, -0.0439, -0.0073]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5162, grad_fn=<NllLossBackward>)","tensor([[ 0.6273, -0.2418,  0.2172, -0.1650, -0.0925]],
       grad_fn=<AddmmBackward>)",0
64,2,"This quiet , introspective and entertaining independent is worth seeking .",4,"tensor(1.0674, grad_fn=<NllLossBackward>)","tensor([[-0.4476, -0.1399, -0.5757, -0.2731,  0.3950]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6104, grad_fn=<NllLossBackward>)","tensor([[-0.1227, -0.1018,  0.1951, -0.0417, -0.0106]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.2960, grad_fn=<NllLossBackward>)","tensor([[ 0.3431, -0.2980,  0.4273,  0.0219, -0.6409]],
       grad_fn=<AddmmBackward>)",2
65,2,"This quiet , introspective and entertaining independent",3,"tensor(1.6912, grad_fn=<NllLossBackward>)","tensor([[-0.4946, -0.0221, -0.2724, -0.1924,  0.2636]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6433, grad_fn=<NllLossBackward>)","tensor([[-0.1243, -0.1004,  0.1895, -0.0455, -0.0096]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7513, grad_fn=<NllLossBackward>)","tensor([[ 0.5301, -0.2673,  0.2374, -0.0840, -0.4367]],
       grad_fn=<AddmmBackward>)",0
66,2,This,2,"tensor(2.3396, grad_fn=<NllLossBackward>)","tensor([[-0.5598, -0.0978, -0.9230, -0.0461,  0.2567]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4021, grad_fn=<NllLossBackward>)","tensor([[-0.1249, -0.1034,  0.1945, -0.0553, -0.0094]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4566, grad_fn=<NllLossBackward>)","tensor([[ 0.1201, -0.2851,  0.1522, -0.1009,  0.0475]],
       grad_fn=<AddmmBackward>)",2
67,2,"quiet , introspective and entertaining independent",4,"tensor(1.0307, grad_fn=<NllLossBackward>)","tensor([[-0.5218, -0.1545, -0.4736, -0.2240,  0.4656]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6054, grad_fn=<NllLossBackward>)","tensor([[-0.1228, -0.0992,  0.1927, -0.0447, -0.0053]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.1247, grad_fn=<NllLossBackward>)","tensor([[ 0.4936, -0.3227,  0.3292, -0.0031, -0.4395]],
       grad_fn=<AddmmBackward>)",0
68,2,"quiet , introspective and entertaining",3,"tensor(1.7813, grad_fn=<NllLossBackward>)","tensor([[-0.4696, -0.0860, -0.3384, -0.2605,  0.4377]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6448, grad_fn=<NllLossBackward>)","tensor([[-0.1196, -0.0991,  0.1936, -0.0442, -0.0070]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5214, grad_fn=<NllLossBackward>)","tensor([[ 0.2125, -0.2924,  0.6759,  0.2275, -0.6092]],
       grad_fn=<AddmmBackward>)",2
69,2,quiet,2,"tensor(2.2387, grad_fn=<NllLossBackward>)","tensor([[-0.5227, -0.1182, -0.7977, -0.1284,  0.3461]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4044, grad_fn=<NllLossBackward>)","tensor([[-0.1196, -0.1042,  0.1931, -0.0532, -0.0088]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4537, grad_fn=<NllLossBackward>)","tensor([[ 0.1143, -0.2861,  0.1542, -0.1045,  0.0511]],
       grad_fn=<AddmmBackward>)",2
70,2,", introspective and entertaining",3,"tensor(1.6803, grad_fn=<NllLossBackward>)","tensor([[-0.4995, -0.1320, -0.3361, -0.1813,  0.3684]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6447, grad_fn=<NllLossBackward>)","tensor([[-0.1204, -0.0986,  0.1942, -0.0436, -0.0063]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5193, grad_fn=<NllLossBackward>)","tensor([[ 0.2816, -0.3535,  0.3805,  0.1387, -0.4950]],
       grad_fn=<AddmmBackward>)",2
71,2,introspective and entertaining,3,"tensor(1.8107, grad_fn=<NllLossBackward>)","tensor([[-0.4482, -0.1061, -0.3811, -0.2999,  0.4501]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6449, grad_fn=<NllLossBackward>)","tensor([[-0.1239, -0.0995,  0.1958, -0.0445, -0.0063]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5399, grad_fn=<NllLossBackward>)","tensor([[ 0.2760, -0.3632,  0.4977,  0.1384, -0.5984]],
       grad_fn=<AddmmBackward>)",2
72,2,introspective and,3,"tensor(1.8639, grad_fn=<NllLossBackward>)","tensor([[-0.4936, -0.0150, -0.6584, -0.3579,  0.5284]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6479, grad_fn=<NllLossBackward>)","tensor([[-0.1217, -0.0988,  0.1974, -0.0461, -0.0026]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5648, grad_fn=<NllLossBackward>)","tensor([[ 0.2319, -0.1981,  0.5489,  0.1329, -0.6802]],
       grad_fn=<AddmmBackward>)",2
73,2,introspective,2,"tensor(1.9785, grad_fn=<NllLossBackward>)","tensor([[-0.5123, -0.1797, -0.5048, -0.1921,  0.4066]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4031, grad_fn=<NllLossBackward>)","tensor([[-0.1216, -0.1032,  0.1977, -0.0446, -0.0052]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1989, grad_fn=<NllLossBackward>)","tensor([[ 0.2159, -0.2206,  0.4616,  0.0843, -0.6076]],
       grad_fn=<AddmmBackward>)",2
74,2,and,2,"tensor(2.1189, grad_fn=<NllLossBackward>)","tensor([[-0.5137, -0.0677, -0.6975, -0.2218,  0.2707]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4075, grad_fn=<NllLossBackward>)","tensor([[-0.1169, -0.0938,  0.1936, -0.0507, -0.0057]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4577, grad_fn=<NllLossBackward>)","tensor([[ 0.1194, -0.2833,  0.1496, -0.0978,  0.0402]],
       grad_fn=<AddmmBackward>)",2
75,2,entertaining,4,"tensor(1.1678, grad_fn=<NllLossBackward>)","tensor([[-0.5420, -0.0967, -0.8574, -0.0769,  0.2484]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6007, grad_fn=<NllLossBackward>)","tensor([[-0.1139, -0.0982,  0.1965, -0.0448,  0.0040]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.5587, grad_fn=<NllLossBackward>)","tensor([[ 0.1096, -0.2887,  0.1540, -0.1020,  0.0474]],
       grad_fn=<AddmmBackward>)",2
76,2,independent,2,"tensor(2.0881, grad_fn=<NllLossBackward>)","tensor([[-0.5710, -0.2124, -0.6260, -0.2371,  0.4809]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4069, grad_fn=<NllLossBackward>)","tensor([[-0.1168, -0.1037,  0.1940, -0.0413, -0.0074]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4544, grad_fn=<NllLossBackward>)","tensor([[ 0.1151, -0.2867,  0.1522, -0.0969,  0.0406]],
       grad_fn=<AddmmBackward>)",2
77,2,is worth seeking .,3,"tensor(1.7825, grad_fn=<NllLossBackward>)","tensor([[-0.6061, -0.1110, -0.6292, -0.2849,  0.5570]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6402, grad_fn=<NllLossBackward>)","tensor([[-0.1190, -0.1010,  0.2004, -0.0378, -0.0114]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.8097, grad_fn=<NllLossBackward>)","tensor([[ 0.6264, -0.5576,  0.1195, -0.1316, -0.0962]],
       grad_fn=<AddmmBackward>)",0
78,2,is worth seeking,4,"tensor(1.0477, grad_fn=<NllLossBackward>)","tensor([[-0.6132, -0.1927, -0.7482, -0.1141,  0.3891]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6109, grad_fn=<NllLossBackward>)","tensor([[-0.1185, -0.1060,  0.2009, -0.0439, -0.0101]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.1289, grad_fn=<NllLossBackward>)","tensor([[ 0.4944, -0.2932,  0.3212, -0.0327, -0.4480]],
       grad_fn=<AddmmBackward>)",0
79,2,is worth,2,"tensor(2.1902, grad_fn=<NllLossBackward>)","tensor([[-0.6346, -0.1603, -0.7440, -0.1146,  0.4043]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4028, grad_fn=<NllLossBackward>)","tensor([[-0.1156, -0.1008,  0.1988, -0.0449, -0.0105]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4495, grad_fn=<NllLossBackward>)","tensor([[ 0.1074, -0.2881,  0.1566, -0.1102,  0.0535]],
       grad_fn=<AddmmBackward>)",2
80,2,worth,2,"tensor(2.3038, grad_fn=<NllLossBackward>)","tensor([[-0.5587, -0.0843, -0.8853, -0.0624,  0.2525]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4049, grad_fn=<NllLossBackward>)","tensor([[-0.1178, -0.1010,  0.1954, -0.0473, -0.0080]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4624, grad_fn=<NllLossBackward>)","tensor([[ 0.1304, -0.2821,  0.1476, -0.1018,  0.0462]],
       grad_fn=<AddmmBackward>)",2
81,2,seeking,2,"tensor(2.3016, grad_fn=<NllLossBackward>)","tensor([[-0.5626, -0.1266, -0.8852, -0.0808,  0.2900]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4033, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.1042,  0.1960, -0.0471, -0.0099]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4494, grad_fn=<NllLossBackward>)","tensor([[ 0.1059, -0.2886,  0.1555, -0.1026,  0.0448]],
       grad_fn=<AddmmBackward>)",2
82,3,"Even fans of Ismail Merchant 's work , I suspect , would have a hard time sitting through this one .",1,"tensor(1.6357, grad_fn=<NllLossBackward>)","tensor([[-0.3962, -0.1977, -0.4648, -0.2919,  0.2954]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6976, grad_fn=<NllLossBackward>)","tensor([[-0.1190, -0.0926,  0.1970, -0.0324, -0.0074]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.1143, grad_fn=<NllLossBackward>)","tensor([[ 0.2187, -0.3152,  0.9086,  0.1626, -0.8849]],
       grad_fn=<AddmmBackward>)",2
83,3,Even fans of Ismail Merchant 's work,2,"tensor(1.9475, grad_fn=<NllLossBackward>)","tensor([[-0.4631, -0.1794, -0.5071, -0.2627,  0.3263]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4060, grad_fn=<NllLossBackward>)","tensor([[-0.1214, -0.1015,  0.1954, -0.0372, -0.0087]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1869, grad_fn=<NllLossBackward>)","tensor([[ 0.2170, -0.1990,  0.4986,  0.1805, -0.7154]],
       grad_fn=<AddmmBackward>)",2
84,3,Even fans,2,"tensor(2.1994, grad_fn=<NllLossBackward>)","tensor([[-0.5554, -0.0747, -0.7972, -0.1212,  0.2037]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4054, grad_fn=<NllLossBackward>)","tensor([[-0.1231, -0.1006,  0.1952, -0.0430, -0.0060]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3513, grad_fn=<NllLossBackward>)","tensor([[ 0.3751, -0.1602,  0.3307,  0.0205, -0.4205]],
       grad_fn=<AddmmBackward>)",0
85,3,Even,2,"tensor(2.2811, grad_fn=<NllLossBackward>)","tensor([[-0.5406, -0.0484, -0.8520, -0.0371,  0.2232]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4072, grad_fn=<NllLossBackward>)","tensor([[-0.1188, -0.0993,  0.1933, -0.0446, -0.0074]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4585, grad_fn=<NllLossBackward>)","tensor([[ 0.1257, -0.2847,  0.1520, -0.1004,  0.0493]],
       grad_fn=<AddmmBackward>)",2
86,3,fans,3,"tensor(1.6633, grad_fn=<NllLossBackward>)","tensor([[-0.5977, -0.1434, -0.7777, -0.2413,  0.3945]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6530, grad_fn=<NllLossBackward>)","tensor([[-0.1181, -0.0945,  0.1969, -0.0515, -0.0057]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.7207, grad_fn=<NllLossBackward>)","tensor([[ 0.0852, -0.2796,  0.1663, -0.1200,  0.0427]],
       grad_fn=<AddmmBackward>)",2
87,3,of Ismail Merchant 's work,2,"tensor(2.0745, grad_fn=<NllLossBackward>)","tensor([[-0.5850, -0.1189, -0.6114, -0.2442,  0.4371]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4086, grad_fn=<NllLossBackward>)","tensor([[-0.1139, -0.0987,  0.1953, -0.0336, -0.0089]],
       grad_fn=<AddmmBackward>)",2,"tensor(0.9427, grad_fn=<NllLossBackward>)","tensor([[ 0.0247, -0.2526,  0.8461,  0.3887, -0.9808]],
       grad_fn=<AddmmBackward>)",2
88,3,Ismail Merchant 's work,2,"tensor(1.9810, grad_fn=<NllLossBackward>)","tensor([[-0.5139, -0.0617, -0.5485, -0.1967,  0.2242]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4090, grad_fn=<NllLossBackward>)","tensor([[-0.1138, -0.0953,  0.1948, -0.0377, -0.0080]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0757, grad_fn=<NllLossBackward>)","tensor([[ 0.0163, -0.2557,  0.6504,  0.4030, -0.8788]],
       grad_fn=<AddmmBackward>)",2
89,3,Ismail Merchant 's,2,"tensor(2.0655, grad_fn=<NllLossBackward>)","tensor([[-0.4598, -0.0689, -0.6546, -0.2593,  0.2180]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4066, grad_fn=<NllLossBackward>)","tensor([[-0.1167, -0.0970,  0.1964, -0.0399, -0.0073]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.3587, grad_fn=<NllLossBackward>)","tensor([[ 0.3255, -0.1897,  0.3229,  0.1977, -0.5756]],
       grad_fn=<AddmmBackward>)",0
90,3,Ismail,2,"tensor(2.2691, grad_fn=<NllLossBackward>)","tensor([[-0.5084, -0.1042, -0.8582, -0.1457,  0.2689]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4082, grad_fn=<NllLossBackward>)","tensor([[-0.1135, -0.1019,  0.1899, -0.0478, -0.0148]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.9363, grad_fn=<NllLossBackward>)","tensor([[ 0.6338, -0.3192, -0.2928, -0.0267, -0.1723]],
       grad_fn=<AddmmBackward>)",0
91,3,Merchant 's,2,"tensor(2.1604, grad_fn=<NllLossBackward>)","tensor([[-0.4667, -0.0524, -0.7491, -0.2302,  0.2296]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4036, grad_fn=<NllLossBackward>)","tensor([[-0.1192, -0.1003,  0.1982, -0.0421, -0.0081]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0266, grad_fn=<NllLossBackward>)","tensor([[ 0.0705, -0.2455,  0.7379,  0.3862, -0.8663]],
       grad_fn=<AddmmBackward>)",2
92,3,Merchant,2,"tensor(2.1337, grad_fn=<NllLossBackward>)","tensor([[-0.5825, -0.1054, -0.7265, -0.2217,  0.2935]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4084, grad_fn=<NllLossBackward>)","tensor([[-0.1139, -0.0996,  0.1925, -0.0459, -0.0075]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1404, grad_fn=<NllLossBackward>)","tensor([[ 0.1310, -0.2720,  0.5351,  0.2331, -0.7560]],
       grad_fn=<AddmmBackward>)",2
93,3,'s,2,"tensor(2.3097, grad_fn=<NllLossBackward>)","tensor([[-0.5693, -0.0499, -0.8861, -0.0674,  0.2528]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4037, grad_fn=<NllLossBackward>)","tensor([[-0.1171, -0.1003,  0.1969, -0.0493, -0.0078]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1623, grad_fn=<NllLossBackward>)","tensor([[ 0.2277, -0.2540,  0.5515,  0.1938, -0.5641]],
       grad_fn=<AddmmBackward>)",2
94,3,work,2,"tensor(2.2155, grad_fn=<NllLossBackward>)","tensor([[-0.5783, -0.1415, -0.7974, -0.1616,  0.3358]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4049, grad_fn=<NllLossBackward>)","tensor([[-0.1214, -0.0993,  0.1945, -0.0498, -0.0071]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4527, grad_fn=<NllLossBackward>)","tensor([[ 0.1104, -0.2886,  0.1549, -0.1073,  0.0570]],
       grad_fn=<AddmmBackward>)",2
95,3,", I suspect , would have a hard time sitting through this one .",1,"tensor(1.5083, grad_fn=<NllLossBackward>)","tensor([[-0.4891, -0.1130, -0.6379, -0.2559,  0.2048]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.6984, grad_fn=<NllLossBackward>)","tensor([[-0.1145, -0.0950,  0.1912, -0.0397, -0.0031]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.0886, grad_fn=<NllLossBackward>)","tensor([[ 0.2723, -0.3380,  0.7596,  0.1037, -0.7244]],
       grad_fn=<AddmmBackward>)",2
96,3,", I suspect ,",2,"tensor(2.0829, grad_fn=<NllLossBackward>)","tensor([[-0.5828, -0.1810, -0.6793, -0.2095,  0.3069]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4113, grad_fn=<NllLossBackward>)","tensor([[-0.1129, -0.0937,  0.1942, -0.0343, -0.0041]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0420, grad_fn=<NllLossBackward>)","tensor([[ 0.1430, -0.3905,  0.6685,  0.1402, -0.5117]],
       grad_fn=<AddmmBackward>)",2
97,3,"I suspect ,",2,"tensor(2.0685, grad_fn=<NllLossBackward>)","tensor([[-0.5520, -0.1923, -0.6828, -0.2282,  0.2590]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4084, grad_fn=<NllLossBackward>)","tensor([[-0.1151, -0.0961,  0.1954, -0.0382, -0.0062]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.0955, grad_fn=<NllLossBackward>)","tensor([[ 0.2609, -0.3586,  0.6145,  0.0837, -0.5177]],
       grad_fn=<AddmmBackward>)",2
98,3,I suspect,2,"tensor(2.3316, grad_fn=<NllLossBackward>)","tensor([[-0.5596, -0.0731, -0.9114,  0.0076,  0.2048]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4110, grad_fn=<NllLossBackward>)","tensor([[-0.1163, -0.0948,  0.1897, -0.0470, -0.0064]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.1066, grad_fn=<NllLossBackward>)","tensor([[ 0.2322, -0.1915,  0.5916,  0.0635, -0.6841]],
       grad_fn=<AddmmBackward>)",2
99,3,I,2,"tensor(2.2980, grad_fn=<NllLossBackward>)","tensor([[-0.5725, -0.0700, -0.8719, -0.0489,  0.2586]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4088, grad_fn=<NllLossBackward>)","tensor([[-0.1208, -0.0930,  0.1913, -0.0483, -0.0075]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4532, grad_fn=<NllLossBackward>)","tensor([[ 0.1121, -0.2874,  0.1547, -0.1045,  0.0539]],
       grad_fn=<AddmmBackward>)",2
100,3,suspect,2,"tensor(2.2556, grad_fn=<NllLossBackward>)","tensor([[-0.5701, -0.1025, -0.8387, -0.1493,  0.3093]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.4089, grad_fn=<NllLossBackward>)","tensor([[-0.1167, -0.0961,  0.1922, -0.0478, -0.0049]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4509, grad_fn=<NllLossBackward>)","tensor([[ 0.1041, -0.2881,  0.1515, -0.1005,  0.0370]],
       grad_fn=<AddmmBackward>)",2
101,3,would have a hard time sitting through this one .,1,"tensor(1.5464, grad_fn=<NllLossBackward>)","tensor([[-0.5245, -0.1359, -0.6340, -0.2505,  0.2808]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7019, grad_fn=<NllLossBackward>)","tensor([[-0.1218, -0.0978,  0.2000, -0.0350, -0.0057]],
       grad_fn=<AddmmBackward>)",2,"tensor(2.1233, grad_fn=<NllLossBackward>)","tensor([[ 0.4394, -0.4647,  0.4192, -0.0972, -0.4410]],
       grad_fn=<AddmmBackward>)",0
102,3,would have a hard time sitting through this one,0,"tensor(1.9369, grad_fn=<NllLossBackward>)","tensor([[-0.5303, -0.0584, -0.8226, -0.0823,  0.1742]],
       grad_fn=<AddmmBackward>)",4,"tensor(1.7214, grad_fn=<NllLossBackward>)","tensor([[-0.1183, -0.0983,  0.1955, -0.0401, -0.0033]],
       grad_fn=<AddmmBackward>)",2,"tensor(1.4765, grad_fn=<NllLossBackward>)","tensor([[ 0.2114, -0.2737,  0.5699,  0.1385, -0.7026]],
       grad_fn=<AddmmBackward>)",2
