Score,Summary
4,Yummy!
0,cookies were in crumbles
4,WONDERFUL COOKIES
4,Worth the cost due to the unique flavor - my favorite sugar!
4,Best Brown Sugar Cubes
3,Perfect for Espresso
2,Too pricey
4,"Superior product, GMO Free"
0,THIS IS NOT THE PRODUCT THAT I RECEIVED. THE ACTUAL PRODUCT MAY CARRY HEALTH RISKS FOR SOME COMSUMERS..
0,melted!!!
4,Very Potent.
4,"Hands Down, Best Mint EVER."
4,The BEST mint
4,delicious
4,Impossible to Find!
3,Great Ingredients
4,Great price-great quality.
4,Good perker-upper
4,Excellent green tea!
4,Enjoyable Green Tea
4,Excellent
4,an excellent alternative to regular Gatorade
0,Gold Plated Cereal
0,awful
1,No reaction....
2,Not for my dogs...
0,awful
4,It is awesome.
4,"Award winning, awesome flavour!"
2,It's decent
4,"Good taste, just enough heat"
3,"Great Taste, Okay Crunch"
4,Unbelievable deal on a hard to find pruduct!
4,No more stale chips. Cheap!
4,Zesty and Spiced
4,Sooo Good!!
4,These are soooo good!!
2,OPEN BAG OF CHIPS!!!
4,college student gourmet
0,Uncle rays without much taste
0,These sure don't taste like ketchup to me!
4,Great Chips!!
1,Where's the vinegar?
4,Uncle Ray's Kosher Dill Potato chips
4,uncle rays barbeque chips
3,Not quite Old Dutch but much better than Herr's
4,Tasty Chips
4,Great chips!  Great flavor!
3,Uncle Ray's BBQ chips are the best!
0,They were so good until more people bought them and now meh
1,"Ketchup powdery coating excessive, overdone gritty"
2,Good chips--nothing special
0,PLEASE!!!!!Don't waste your money
3,Good brand of food
4,Rave reviews for my favorite vegetable!
4,Metallic & Pearl Sheen Airbrush colors
4,Love these colors
4,lovely
2,Quality white tea with added unusual flavors
3,Smells like Heaven...
4,Sublime Fragrance and Taste
4,one of the best
4,Delicious
4,All cherry - I couldn't find it in stores.
3,Who could say no to a blow pop!
0,Beefeaters Swizzles Tripe 7-8 inch PACK OF 6
0,NOT 6 pieces.
3,jolokia salsa review
3,Spicy
4,One of the best salsas!!
4,The mouth is strong the anus is weaker
4,My cats love it
4,cat food
4,Cat Digs It!
4,Great Value
3,"9 Lives Daily Essentials 15 pound bag cat food. Good food, good price."
4,Great deal
2,"Low quality ingredients, but..."
4,Cats love it
4,Cats Love this food.
4,Hard to please kitty LOVES it
0,My cat hates it..
4,i love candy
4,the best!
4,Non Alcoholic..
4,yummy!
1,bland
4,Tastes Great
4,"Raw, Organic, Fair Trade, Tastes Great"
0,Arrived broken and isn't eligible for return?
4,Like tiny light flavored peanut halves....
0,Items in this Gift Basket were bad -- old and stale
0,Dried UP
1,Mostly dry
0,Like to gamble? Buying the St. Patty's Dried Fruit Basket is a Crap-Shoot
4,Nice and Fresh
4,Absolutely Delicious
2,Just ok
3,Best Iced tea
4,Cats love it!
0,Vendor ripped off all of their cultures from other vendors
4,The BEST!!!!
4,Perfect for hard licorice lovers!
2,Not nearly as good as Bissinger's French Long
4,dense licorice flavor
1,Kind of stale
0,Must Have Been Spoiled
2,Bisphenol A
4,Spectacular tomatoes
4,Next best thing to fresh tomatoes
4,Excellent tomatoes
3,Ok
4,Gummy Bears
4,Too addicting
4,Yummmmy
0,False Advertising
0,MADE IN CHINA
2,Mini Lollipops
4,Very Cute!
4,Perfect Lollipops
0,Not what I expected
4,Great service
4,Loved these
4,Lollipops
0,Not as pictured
3,"Slightly funny taste to begin with, but I can't stop eating them!"
4,Great for Birthday Themed Party
4,Fun stuff
4,Very cute pops
0,Shipping
4,small swirled lollipops
3,"Cute, small lollipops, a few arrived broken"
4,Great Product!
3,Apple Cinnamon Muffins
3,Excellent Product
0,YUCK
4,Marianne
4,Favorite thing about Brazil
4,Delicious and easy
4,Love Taro
4,I was able to eat bread again!
4,Service was good
2,Mini Mini is right!
4,Yummy
4,The best twice baked potatoes you'll ever have!
0,Over Rated (way over priced)Frozen meats
3,I like these!
2,Actually pretty good
3,yum yum yum!
0,Not like the picture
4,Now this is my kind of Potato with Steak
3,Tasty and easy to make
4,Very Good
4,Potatoes
4,"Tasty, and perfect sized."
2,Yum
3,Tasty
3,"Quick, easy, taste great"
3,A+
4,so good!
4,These are the best hash browns!!!!!!!!!!
3,Au Gratin Potatoes
4,So Good!
3,tasted ok.... a bit overpriced tho
3,They're pretty good.
4,Easy for a single lifestyle
2,Unimpressed
2,Mashed Taters
4,Taters ...
4,Omaha Chicken and Stuffed Baked Potatoies
4,Stuffed Baked Potatoes
4,Big fan!
4,MAXIMUM RAVE POWER
2,"Shipping by price, not weight?"
0,What?  No ingredient list?
4,Great Product! This is REAL Garlic Juice!
3,Spray garlic!
4,garlic juice
4,Now a staple
4,Delicious tea!!!
0,Can't detect the prickly pear
4,Maple Syrup
4,WOW Make your own 'slickers' !
4,Great Product
4,Too good to be true.
4,perfect size!
4,Great Deal and So Convenient
4,Spam for any meal
4,OMG! So Good!
0,Horrible!
4,Crab Cakes Delight
2,"Just OK, I guess that all canned crab is not that great"
4,VERY HEALTHFUL TREAT FOR DOGS
4,My yorkiepoo loves these.
4,Great choice for little dogs
4,Barb
4,"The true, the classic custard for authentic, yummy English trifle"
4,Delicious! Best custard ever!
4,Best vanilla custard ever
4,Bird's Custard Powder
4,happily home
4,Bird's Custard Powder
4,Hard to find - Bird's custard powder
4,Wonderful product!
4,Makes excellent biryani
3,"Good tea, bad bag"
4,Lifesaver!
4,Great tasting tea for Cold & Flu
4,A Healing Tea
4,Medicinal tea that really helps
4,Absolutely the Best
4,"Healthy, non-fattening, just the right size and delicious!"
3,Good training treat
4,My Dogs Love This Treat
4,5 Woofs!
4,The best dog treat ever
4,Lucy's treats
4,Yummy Treats
4,bulldogs rule
4,Best Friend treats
4,Great for training!
4,great product
4,My dogs love 'em.
4,My dog loves liver biscotti.
4,Make your dog happy!
4,Great Treats!
4,Excellent dog treats.
4,Jack's treats
3,"A GREAT TREAT, BUT WAY OVERPRICED SHIPPING CHARGES"
4,Our dogs go crazy for this!
4,Liver Biscotti rules in our house
4,Rich J Wyzykoski
0,Waste of money
4,Deeee-licious!
4,u talked me into it  mr. beer nut
4,mmmmmmmm...beer...nuts!
4,jgk likes beer nuts
4,Just as I remembered.
3,Mild Sweet And Salty Blend
4,great customer service
4,Hard to find Beer Nuts
3,Beer Nuts
4,The Best!
4,Salty with a hint of sweetness
1,What Happened
0,beer nuts
0,The flavor is gone
0,Not my best experience
4,Yum
4,Beautiful and Delicious
4,Superb Pasta!
4,Expensive But Worth It!
4,One of the best sweet hot sauces out there
4,chocolot!
4,Much better than milk chocolate!
4,Great dipping chocolate right out from microwave!
0,"Warning: Reviews do not reflect actual product (Feb 19, 2012)"
4,Awesome cacao
3,The Price is Right
0,"NOT what I originally ordered! BOO, amazon!"
4,great tasting cocoa powder
4,outrageous
4,Alive and Aware Organic Raw Cacao Powder
4,"Equidorian OJio Arriba Carillo ""RAW Oranic"" Cacao"
0,Poor quality product
4,The best!
4,Super Delicious!
4,bread mixes
4,GREAT
4,What bacon is supposed to be
4,Delicous
4,DELICIOUS
4,OMG COOKIES
4,GOOD!
4,Great Cookies
1,Got a chest cold with a nasty cough?????
4,Better than cherry nibs (the ones with gluten)
4,Candy Tree Organic Cherry Bites
2,a little to hard
3,Gluten-free bliss!
3,Gluten Free Licorice
4,Instant Favorite!
4,Thick and creamy; nice flavor
4,Good dressing
4,Wish bone Fat Free Ranch Dressing
4,Its GOOD!!!
4,"Good price, good product"
0,"Sorry, taste is not pleasing."
4,GREAT FAT FREE RANCH
4,Delicious tea- slight hints of almond and chocolate but not overpowering
4,Great for multi-infusion.. Jasmine Dragon Pearl Green TEA
4,Darn Good!
2,Difficult to review.
4,Yummy!
4,Great product and good price
4,"Great flavor, shipped fast"
4,Delicious and hard to find
4,Tic-Tac-Yum!
4,Great tasting little treats
3,Good
4,Cherry good!
4,tic tac
3,tic tac solution
4,easter basket
4,Bars
4,Another favorite!
4,Good flour for gluten-free baking
4,Great for GF Baking
4,Perfect Treat!
4,Best for Sweets :]
3,"Spectrum Naturals Walnut Oil, refined"
4,White Stevia 12 Oz Pwdr
4,"Great taste, safe & Natural"
2,"Only 6.4% Stevia Extract, but very good flavor"
4,My new favorite sweetener
4,best tasting stevia
4,Get Healthy Live Better and Longer
4,An Excellent Alternative to Artificial Sweetners
4,Best tasting
4,Also look for the packets
0,used to be my favorite
2,meh
4,NuNaturals Nustevia is great
4,I love this stuff
3,Tastes great in iced drinks
4,Great Product!  No bitter taste.  Won't spike your insulin!
4,Great Taste and Zero Calories
4,Sweeter than sugar!!
4,Best alternative to sugar.
4,Great taste and great value
4,The World's Best Sweetener
3,Best stevia product I've found
4,Sweet stuff!
4,great product
4,The best I've ever had!
4,Best taste ever!
4,Great Product
4,"Perfectly, naturally sweet!"
4,the best stevia
4,Love this stuff!
4,The Only Sweetener I Will Use
4,Great Sweetener!
4,Best stevia product I ever used
3,Sweetly satisfying...
4,The Best Stevia
4,great inexpensive caviar
4,"Great red caviar, tasty and attractive on eggs"
4,Another great experience with amazon
0,Worst Caviar Ever
2,Great as a topping on your culinary creations
2,fishy little devils
0,Disappointing...
1,too much red dye and too little taste.... other than that it is great-lol
4,All hail the Israelis!
4,Worthy Every $
4,"Wow!!!! A great deal love,love , love it!!!!1"
1,Yuck!
4,"Great price, quality caviar."
4,the family loved it
4,Best for on the road snacks and health
2,Smaller Than Expected
3,"For the price, these are great for all. Even a crowd. Much better than the smaller FlavorIce."
3,Costa Rican Export Coffee
4,Vintage Tasting Coffee
4,Coffee from Amazon.com
4,Best Coffee Ever
4,Great Coffee
4,Happy Customer
4,Great Taste!
4,Fantastic Coffee!
3,My aunt's favorite
4,Excellent Coffee
0,NOT 144 PACKETS!!  ONLY 12!!!!
4,Create Exquisite Cake Decorations
4,The Inexpensive Alternative to Gold Leaf!
3,shining star
4,gold dust is awesome
0,not edible
2,It's Fast.  It's Food.
2,Not Bad
3,"Tasty, Quick Meal"
4,I'm a fan
2,Neither great nor bad
0,Not very good
3,Chicken and Rice ???
2,THICK SOUP
1,"Not a lot of flavor, not a lot of chicken"
4,Hormel Compleats are simply wonderful
4,The best around
2,"Okay price, fast easy meals"
4,Good
4,A Good Choice
4,fantastic  hot meal
3,Chicken noodle
1,not good
3,"So far, Donut Shop Classics are the best pods I've tried"
4,Restaurant taste at home
3,Yum
4,YUM YUM!
4,why is this soup/entree so unpopular????
4,One of my favorites
4,LOVE THIS!
3,"Quick, easy and tasty!"
3,Yum!
4,Love it.
2,It's OK
2,Bent in Delivery
4,"Great for a healthy, hot, great-tasting vegan meal on the go!"
2,Glorified Cup of Noodles
2,not bad but not too much flavor
1,Noodles not good
0,HORRIBLE.
4,Delicious
4,Great
4,juicy jays
4,Love the soup
0,weak coffee not good for a premium product and price
4,Lindt Pistachio Chocolate
4,Best of the canned tomatoes
4,Best sauce tomato (canned or fresh) period
4,Margherita Pizza
2,We couldn't tell the difference in a blind taste test.
4,Applesauce Spice Cake
4,Can this really be gluten free?
4,Smells Great
4,Delicious black jelly beans
4,Fantastic!
4,BEST Licorice Jelly Beans EVER!
0,I never got it
4,Scrumptious
1,makes nasty loose poo!
3,Very good.
1,Da Vinci sugar free Blueberry syrup
2,Just OK
3,Prefer the whole slices
4,Nice to have in the pantry
4,Detailed reply from company over infant feeding and DHA/ARA
4,Colic/acid reflux babies...try this!
4,A Great Product!!!
4,BUY ELSEWHERE
4,Best Organic milk out there..my baby switched from Similac Soy
4,We are a fan
4,Absolutely awesome!
4,Pasta Lovers Dream
4,Good!
4,great calorie cutter
4,Real Pasta With Half the Calories and Most of the Taste!
4,Great Pasta
4,Fabulous!
4,FiberGourmet light penne
4,Italian Born Pasta Lover Gives This 5 Stars!
4,FANTASTIC
4,Fabulous product
4,Pasta
4,I thought it was exceptional
2,"FiberGourmet Light Penne, 8-Ounce Boxes (Pack of 6)"
4,I will never go back to Senseo pods as long as these are available.
0,Disgusting
4,"Big pods, great value, delicious decaf coffee!"
0,These are absolutely revolting
3,"Nice strength, maybe too much vanilla?"
4,Rich and Flavorful.
4,Great taste!
4,Great dessert
4,Pudding
0,cook & serve choc. fudge pudding
4,"Quick, Easy and Delicious"
4,easy to make also
4,BEST MUFFINS IN THE WORLD !!!
3,Martha White Chocolate Chocolate Chip Muffin Mix
0,Worst cookies ever!!!!!
4,Love it!!
3,Good but way too expensive
2,"Not bad, but it really is just a taste of thai"
2,Good flavor but...
1,artificial flavor
2,Needs a little something
3,Really good!
1,Not so much...
3,More than just a taste of Thai
4,Taste of Thai Coconut Ginger soup
4,Delicious!
2,OKAY IN A PINCH...
2,Now containing gluten!
1,"not bad, but I won't reorder"
3,Great gluten free quick fix meal
4,Easy and delicious
3,Gluten free goodness
3,Tasty and Easy
4,"Quick, Yummy, Unusual Soup"
1,Eh...
0,Horrible smell
2,For $2.00 a box it's okay
0,Tasteless mess
4,Yum!
4,tasty and so easy
4,Hot Hot Hot
3,Very Good Thai Green Curry!!!
4,Curry Paste
4,"Tons of flavor, very spicy, excellent."
4,House Blend is good coffee
4,my order
4,DELICIOUS!
4,Soooooo good!!!
4,New Favorite
4,Nice tea...very strong cranberry flavor
4,Best Tea Ever
4,Delicious!
4,Delicious Cup o' Tea
0,product is great price is insane
1,"Jittery, lacks body"
4,High Quality My Dog Enjoys and My Budget Does Too!
4,This is great dog food!
4,I would give Harmony Farms extra stars if I could!
4,Awesome!
4,Quality dog food delivered to your door!
1,Didn't do well for my dog
4,"The Cat likes it, too!"
4,My fussy Min. Dachshund loves the taste!
4,My dogs love it!!!
4,Passed the taste test!
4,Our ten year old doxie
4,Excellent for Wheaten Terrier's Sensitive Tummies!
4,My dog now sheds less!
4,My Dogs Love It
4,Very Good
4,Good Dog Food
4,Hard to find locally
4,Good product:
4,My dog loves this dog food.
4,Harmony Farms Review
4,Both formulas are excellent for my dogs!
4,Fabulous food!
3,Great Dog Food
4,Great dog food!
4,"Dog Likes It, Great Value"
4,Delighted with Amazon.com
4,Great Dog Food :O)
4,The best food for dogs!
4,Solved 2 different digestive issues for 2 different dogs!
0,No good . . .
4,yummy
4,Great Item
4,Excellent chips
4,Perfect for WW followers
4,"Variety pack, packed lunches"
3,Loved all the flavor except salt and pepper!
2,chips
3,Good as a sampler pack of the various flavors
4,These tastes pretty good
1,Didn't care for the variety selections
4,BEWARE! THESE ARE ADDICTING!
4,Yum yum love me POP Chips
4,Can't beat the taste.
3,Great chips - and tasty too
4,Delicious alternative to greasy traditional chips!
3,Great snacking alternative!
4,Great Gluten-free snack and healthy
3,I like all but one
4,Pop Chips
4,Yummy Yummies
4,Great tasting chips alternative
4,Mmm-Mmm-Mmm!!!
4,Better than expected
4,Great Snack!
2,pretty good. not healthy like an apple but...
3,Pop0chips
4,Love them!
4,Great product and at a great price
4,Popchips Review
4,Don't Defeat the Purpose by Eating Two Bags at Once!
3,Great for diet
4,Best Chips Ever
4,Pop Chips
3,A yummy alternative to high-fat chips!
4,yummy popchips
2,Taste yummy but watch out for yeast extract intolerance!
4,Love Pop Chips!
4,Pop Crisps
4,GREAT PRODUCT!
1,Did not care for these. Only liked bbq. Wondering why these are best-sellers
4,OMG!  So delicious
4,great chips
4,Great product
4,they grow on you!
4,Yummy:)
4,Best chips!
4,Perfect Pop Chips
4,Just my 2 cents...
2,Quite delicious but not as good as real chips
3,Interesting... however I've found something else...
4,Love These Chips
4,tast great less lard.
4,OMG!!!! The Best Snack Ever!!!
4,Great price; Great taste;
4,yum
4,O. M. G. These ROCK!
4,Popchips
4,The Snacker
4,loooooooove them
4,Pop chips are the best!!!!
4,Great and unique chips!
3,"Some are REALLY tasty, others a little ""chemical"" tasting"
4,Tasty!
4,Topchips!
4,Yummy!
1,Too salty
4,I LOVE POPCHIPS!!!
4,Awesome Snack
3,YUM
4,Loved the chips
4,Gotta Love Em
3,Popchips
4,Fun Game
4,Yum
4,Love these!
4,Healthy and Tasty
4,POP Chips on the go
4,Popchips - Love !
4,Great Snack!
4,Popchips  variety box
4,Pop Chips Rule
3,Pop Chips 6 flavor Variety Pack
4,Pop chips...love them!
4,THOUGHTS ON PRODUCT
4,Love Love Love
4,Delicious!
4,Popchips Satisfy my Salt and Crunch Craving
3,YUM!
4,Very happy!
4,Awesome Product
4,Great Alternative to Fried
3,Delicious!
3,"Yummy, healthy snack!"
4,Popchips are wonderfully tasty
4,PopChips Are The Best!!
4,Delish
4,Different and yummy!
4,Loved these chips!
3,Great alternative to regular potato chips
4,Pop Chips
4,Yum!
4,Awesome Chips!!!!!!!!!!!
4,Popchips RULE!
4,Definite POP - Not Baked or Fried
4,Delicious! Even For Those Who Dont Enjoy Healthy Food
1,Beware hidden ingredients
4,Popchips for Weightwatchers
1,"Pringles, instant coffee, and Stephen Baldwin"
0,Barely any chips in the bag!
4,Great Snack!
4,Pretty delicious
4,Great Snack!!
3,Popchips are great!
4,love this snack
4,My kids and I ate these up!!
4,Pop Chips...Yum!!!
3,Short and Sweet
4,Can I just say Yum?
4,Perfect
4,Great tasting
4,Amazing
4,Salt and Vinegar and BBQ rock!
3,Watch out- they are addictive
4,Def a good buy
4,Scrumptious!
4,Delish!
4,Chips
4,Very Happy Surprise
2,"Great chips, poor packaging"
