PhraseId,SentenceId,Phrase,Sentiment,Bert_Loss,Bert_Logits,RoBerta_Loss,RoBerta_Logits
100,3,suspect,2,"tensor(0.5107, grad_fn=<NllLossBackward>)","tensor([[-0.0181,  0.3878]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[-0.0028, -0.1389]], grad_fn=<AddmmBackward>)"
101,3,would have a hard time sitting through this one .,1,"tensor(0.4842, grad_fn=<NllLossBackward>)","tensor([[-0.0327,  0.4406]], grad_fn=<AddmmBackward>)","tensor(0.7609, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1328]], grad_fn=<AddmmBackward>)"
102,3,would have a hard time sitting through this one,0,"tensor(0.5817, grad_fn=<NllLossBackward>)","tensor([[0.0749, 0.3119]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[-0.0020, -0.1334]], grad_fn=<AddmmBackward>)"
103,3,would,2,"tensor(0.5451, grad_fn=<NllLossBackward>)","tensor([[-0.0129,  0.3090]], grad_fn=<AddmmBackward>)","tensor(0.7570, grad_fn=<NllLossBackward>)","tensor([[-0.0066, -0.1304]], grad_fn=<AddmmBackward>)"
104,3,have a hard time sitting through this one,0,"tensor(0.5021, grad_fn=<NllLossBackward>)","tensor([[0.0161, 0.4437]], grad_fn=<AddmmBackward>)","tensor(0.7630, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1347]], grad_fn=<AddmmBackward>)"
105,3,have,2,"tensor(0.5470, grad_fn=<NllLossBackward>)","tensor([[-0.0217,  0.2956]], grad_fn=<AddmmBackward>)","tensor(0.7580, grad_fn=<NllLossBackward>)","tensor([[-0.0062, -0.1319]], grad_fn=<AddmmBackward>)"
106,3,a hard time sitting through this one,1,"tensor(0.6015, grad_fn=<NllLossBackward>)","tensor([[0.0843, 0.2769]], grad_fn=<AddmmBackward>)","tensor(0.7592, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1305]], grad_fn=<AddmmBackward>)"
107,3,a hard time,1,"tensor(0.5328, grad_fn=<NllLossBackward>)","tensor([[0.0146, 0.3661]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0055, -0.1381]], grad_fn=<AddmmBackward>)"
108,3,hard time,1,"tensor(0.5082, grad_fn=<NllLossBackward>)","tensor([[0.0174, 0.4294]], grad_fn=<AddmmBackward>)","tensor(0.7623, grad_fn=<NllLossBackward>)","tensor([[-0.0102, -0.1440]], grad_fn=<AddmmBackward>)"
109,3,hard,2,"tensor(0.4780, grad_fn=<NllLossBackward>)","tensor([[-0.0486,  0.4412]], grad_fn=<AddmmBackward>)","tensor(0.7525, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1240]], grad_fn=<AddmmBackward>)"
110,3,time,2,"tensor(0.5548, grad_fn=<NllLossBackward>)","tensor([[0.0289, 0.3279]], grad_fn=<AddmmBackward>)","tensor(0.7562, grad_fn=<NllLossBackward>)","tensor([[-0.0047, -0.1271]], grad_fn=<AddmmBackward>)"
111,3,sitting through this one,1,"tensor(0.4586, grad_fn=<NllLossBackward>)","tensor([[-0.0371,  0.5043]], grad_fn=<AddmmBackward>)","tensor(0.7616, grad_fn=<NllLossBackward>)","tensor([[-0.0042, -0.1368]], grad_fn=<AddmmBackward>)"
112,3,sitting,2,"tensor(0.5525, grad_fn=<NllLossBackward>)","tensor([[0.0138, 0.3181]], grad_fn=<AddmmBackward>)","tensor(0.7625, grad_fn=<NllLossBackward>)","tensor([[-0.0020, -0.1362]], grad_fn=<AddmmBackward>)"
113,3,through this one,2,"tensor(0.4905, grad_fn=<NllLossBackward>)","tensor([[-0.0160,  0.4411]], grad_fn=<AddmmBackward>)","tensor(0.7536, grad_fn=<NllLossBackward>)","tensor([[-0.0176, -0.1351]], grad_fn=<AddmmBackward>)"
114,3,through,2,"tensor(0.5250, grad_fn=<NllLossBackward>)","tensor([[-0.0333,  0.3370]], grad_fn=<AddmmBackward>)","tensor(0.7484, grad_fn=<NllLossBackward>)","tensor([[-0.0113, -0.1190]], grad_fn=<AddmmBackward>)"
115,3,this one,2,"tensor(0.5287, grad_fn=<NllLossBackward>)","tensor([[0.0513, 0.4127]], grad_fn=<AddmmBackward>)","tensor(0.7604, grad_fn=<NllLossBackward>)","tensor([[-0.0037, -0.1341]], grad_fn=<AddmmBackward>)"
116,3,one,2,"tensor(0.4945, grad_fn=<NllLossBackward>)","tensor([[-0.0250,  0.4217]], grad_fn=<AddmmBackward>)","tensor(0.7567, grad_fn=<NllLossBackward>)","tensor([[-0.0055, -0.1289]], grad_fn=<AddmmBackward>)"
117,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3,"tensor(0.5228, grad_fn=<NllLossBackward>)","tensor([[-0.0327,  0.3430]], grad_fn=<AddmmBackward>)","tensor(0.7688, grad_fn=<NllLossBackward>)","tensor([[ 0.0062, -0.1398]], grad_fn=<AddmmBackward>)"
118,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera",4,"tensor(0.5123, grad_fn=<NllLossBackward>)","tensor([[-0.0383,  0.3635]], grad_fn=<AddmmBackward>)","tensor(0.7690, grad_fn=<NllLossBackward>)","tensor([[ 0.0083, -0.1381]], grad_fn=<AddmmBackward>)"
119,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder",4,"tensor(0.4997, grad_fn=<NllLossBackward>)","tensor([[-0.0613,  0.3722]], grad_fn=<AddmmBackward>)","tensor(0.7664, grad_fn=<NllLossBackward>)","tensor([[ 0.0040, -0.1376]], grad_fn=<AddmmBackward>)"
120,4,A positively thrilling combination,3,"tensor(0.5426, grad_fn=<NllLossBackward>)","tensor([[0.0342, 0.3621]], grad_fn=<AddmmBackward>)","tensor(0.7646, grad_fn=<NllLossBackward>)","tensor([[ 0.0012, -0.1369]], grad_fn=<AddmmBackward>)"
121,4,positively thrilling combination,3,"tensor(0.5005, grad_fn=<NllLossBackward>)","tensor([[-0.0104,  0.4211]], grad_fn=<AddmmBackward>)","tensor(0.7671, grad_fn=<NllLossBackward>)","tensor([[-0.0016, -0.1443]], grad_fn=<AddmmBackward>)"
122,4,positively,3,"tensor(0.4676, grad_fn=<NllLossBackward>)","tensor([[-0.0798,  0.4375]], grad_fn=<AddmmBackward>)","tensor(0.7608, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1356]], grad_fn=<AddmmBackward>)"
123,4,thrilling combination,3,"tensor(0.5269, grad_fn=<NllLossBackward>)","tensor([[0.0075, 0.3734]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[-0.0079, -0.1402]], grad_fn=<AddmmBackward>)"
124,4,thrilling,4,"tensor(0.5249, grad_fn=<NllLossBackward>)","tensor([[0.0068, 0.3776]], grad_fn=<AddmmBackward>)","tensor(0.7631, grad_fn=<NllLossBackward>)","tensor([[-0.0042, -0.1396]], grad_fn=<AddmmBackward>)"
125,4,combination,2,"tensor(0.5820, grad_fn=<NllLossBackward>)","tensor([[0.0473, 0.2834]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1348]], grad_fn=<AddmmBackward>)"
126,4,"of ethnography and all the intrigue , betrayal , deceit and murder",2,"tensor(0.4647, grad_fn=<NllLossBackward>)","tensor([[-0.1067,  0.4183]], grad_fn=<AddmmBackward>)","tensor(0.7653, grad_fn=<NllLossBackward>)","tensor([[ 0.0011, -0.1383]], grad_fn=<AddmmBackward>)"
127,4,"ethnography and all the intrigue , betrayal , deceit and murder",2,"tensor(0.5130, grad_fn=<NllLossBackward>)","tensor([[-0.0383,  0.3617]], grad_fn=<AddmmBackward>)","tensor(0.7661, grad_fn=<NllLossBackward>)","tensor([[ 0.0014, -0.1395]], grad_fn=<AddmmBackward>)"
128,4,ethnography and,2,"tensor(0.4106, grad_fn=<NllLossBackward>)","tensor([[-0.2046,  0.4732]], grad_fn=<AddmmBackward>)","tensor(0.7716, grad_fn=<NllLossBackward>)","tensor([[ 0.0058, -0.1454]], grad_fn=<AddmmBackward>)"
129,4,ethnography,2,"tensor(0.3901, grad_fn=<NllLossBackward>)","tensor([[-0.1985,  0.5414]], grad_fn=<AddmmBackward>)","tensor(0.7668, grad_fn=<NllLossBackward>)","tensor([[-0.0025, -0.1446]], grad_fn=<AddmmBackward>)"
130,4,"all the intrigue , betrayal , deceit and murder",2,"tensor(0.5026, grad_fn=<NllLossBackward>)","tensor([[-0.0142,  0.4121]], grad_fn=<AddmmBackward>)","tensor(0.7658, grad_fn=<NllLossBackward>)","tensor([[ 0.0050, -0.1354]], grad_fn=<AddmmBackward>)"
131,4,all,2,"tensor(0.5585, grad_fn=<NllLossBackward>)","tensor([[0.0167, 0.3069]], grad_fn=<AddmmBackward>)","tensor(0.7579, grad_fn=<NllLossBackward>)","tensor([[-0.0015, -0.1270]], grad_fn=<AddmmBackward>)"
132,4,"the intrigue , betrayal , deceit and murder",1,"tensor(0.4915, grad_fn=<NllLossBackward>)","tensor([[-0.0472,  0.4072]], grad_fn=<AddmmBackward>)","tensor(0.7664, grad_fn=<NllLossBackward>)","tensor([[ 0.0048, -0.1367]], grad_fn=<AddmmBackward>)"
133,4,"intrigue , betrayal , deceit and murder",2,"tensor(0.4660, grad_fn=<NllLossBackward>)","tensor([[-0.0891,  0.4325]], grad_fn=<AddmmBackward>)","tensor(0.7695, grad_fn=<NllLossBackward>)","tensor([[ 0.0077, -0.1397]], grad_fn=<AddmmBackward>)"
134,4,intrigue,3,"tensor(0.5795, grad_fn=<NllLossBackward>)","tensor([[0.0511, 0.2931]], grad_fn=<AddmmBackward>)","tensor(0.7629, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1358]], grad_fn=<AddmmBackward>)"
135,4,", betrayal , deceit and murder",2,"tensor(0.5152, grad_fn=<NllLossBackward>)","tensor([[9.9048e-05, 3.9464e-01]], grad_fn=<AddmmBackward>)","tensor(0.7662, grad_fn=<NllLossBackward>)","tensor([[ 0.0024, -0.1387]], grad_fn=<AddmmBackward>)"
136,4,"betrayal , deceit and murder",1,"tensor(0.4960, grad_fn=<NllLossBackward>)","tensor([[-0.0193,  0.4236]], grad_fn=<AddmmBackward>)","tensor(0.7709, grad_fn=<NllLossBackward>)","tensor([[ 0.0093, -0.1405]], grad_fn=<AddmmBackward>)"
137,4,betrayal,2,"tensor(0.5193, grad_fn=<NllLossBackward>)","tensor([[0.0303, 0.4148]], grad_fn=<AddmmBackward>)","tensor(0.7663, grad_fn=<NllLossBackward>)","tensor([[ 0.0009, -0.1403]], grad_fn=<AddmmBackward>)"
138,4,", deceit and murder",1,"tensor(0.4816, grad_fn=<NllLossBackward>)","tensor([[-0.0604,  0.4197]], grad_fn=<AddmmBackward>)","tensor(0.7695, grad_fn=<NllLossBackward>)","tensor([[ 0.0059, -0.1414]], grad_fn=<AddmmBackward>)"
139,4,deceit and murder,1,"tensor(0.4646, grad_fn=<NllLossBackward>)","tensor([[-0.0481,  0.4772]], grad_fn=<AddmmBackward>)","tensor(0.7680, grad_fn=<NllLossBackward>)","tensor([[ 0.0043, -0.1402]], grad_fn=<AddmmBackward>)"
140,4,deceit and,2,"tensor(0.4381, grad_fn=<NllLossBackward>)","tensor([[-0.1255,  0.4729]], grad_fn=<AddmmBackward>)","tensor(0.7671, grad_fn=<NllLossBackward>)","tensor([[ 0.0069, -0.1359]], grad_fn=<AddmmBackward>)"
141,4,deceit,1,"tensor(0.4972, grad_fn=<NllLossBackward>)","tensor([[0.0415, 0.4813]], grad_fn=<AddmmBackward>)","tensor(0.7623, grad_fn=<NllLossBackward>)","tensor([[-0.0024, -0.1363]], grad_fn=<AddmmBackward>)"
142,4,murder,1,"tensor(0.5255, grad_fn=<NllLossBackward>)","tensor([[0.0281, 0.3973]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[-0.0015, -0.1384]], grad_fn=<AddmmBackward>)"
143,4,of a Shakespearean tragedy or a juicy soap opera,2,"tensor(0.4355, grad_fn=<NllLossBackward>)","tensor([[-0.0969,  0.5088]], grad_fn=<AddmmBackward>)","tensor(0.7651, grad_fn=<NllLossBackward>)","tensor([[ 0.0085, -0.1305]], grad_fn=<AddmmBackward>)"
144,4,a Shakespearean tragedy or a juicy soap opera,2,"tensor(0.4596, grad_fn=<NllLossBackward>)","tensor([[-0.0682,  0.4705]], grad_fn=<AddmmBackward>)","tensor(0.7641, grad_fn=<NllLossBackward>)","tensor([[ 0.0048, -0.1323]], grad_fn=<AddmmBackward>)"
145,4,a Shakespearean tragedy or,2,"tensor(0.4485, grad_fn=<NllLossBackward>)","tensor([[-0.1314,  0.4379]], grad_fn=<AddmmBackward>)","tensor(0.7659, grad_fn=<NllLossBackward>)","tensor([[ 0.0059, -0.1347]], grad_fn=<AddmmBackward>)"
146,4,a Shakespearean tragedy,1,"tensor(0.5132, grad_fn=<NllLossBackward>)","tensor([[0.0426, 0.4422]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0031, -0.1308]], grad_fn=<AddmmBackward>)"
147,4,Shakespearean tragedy,2,"tensor(0.4894, grad_fn=<NllLossBackward>)","tensor([[0.0329, 0.4928]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[-0.0026, -0.1384]], grad_fn=<AddmmBackward>)"
148,4,Shakespearean,2,"tensor(0.4873, grad_fn=<NllLossBackward>)","tensor([[0.0057, 0.4710]], grad_fn=<AddmmBackward>)","tensor(0.7610, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1349]], grad_fn=<AddmmBackward>)"
149,4,tragedy,1,"tensor(0.4896, grad_fn=<NllLossBackward>)","tensor([[-0.0106,  0.4488]], grad_fn=<AddmmBackward>)","tensor(0.7663, grad_fn=<NllLossBackward>)","tensor([[-0.0034, -0.1447]], grad_fn=<AddmmBackward>)"
150,4,or,2,"tensor(0.5182, grad_fn=<NllLossBackward>)","tensor([[-0.0280,  0.3592]], grad_fn=<AddmmBackward>)","tensor(0.7628, grad_fn=<NllLossBackward>)","tensor([[ 0.0004, -0.1344]], grad_fn=<AddmmBackward>)"
151,4,a juicy soap opera,3,"tensor(0.5333, grad_fn=<NllLossBackward>)","tensor([[0.0113, 0.3616]], grad_fn=<AddmmBackward>)","tensor(0.7628, grad_fn=<NllLossBackward>)","tensor([[ 0.0026, -0.1321]], grad_fn=<AddmmBackward>)"
152,4,juicy soap opera,3,"tensor(0.4788, grad_fn=<NllLossBackward>)","tensor([[-0.0042,  0.4834]], grad_fn=<AddmmBackward>)","tensor(0.7636, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1408]], grad_fn=<AddmmBackward>)"
153,4,juicy,3,"tensor(0.6215, grad_fn=<NllLossBackward>)","tensor([[0.1087, 0.2576]], grad_fn=<AddmmBackward>)","tensor(0.7565, grad_fn=<NllLossBackward>)","tensor([[-0.0065, -0.1294]], grad_fn=<AddmmBackward>)"
154,4,soap opera,1,"tensor(0.4352, grad_fn=<NllLossBackward>)","tensor([[-0.0679,  0.5384]], grad_fn=<AddmmBackward>)","tensor(0.7608, grad_fn=<NllLossBackward>)","tensor([[-0.0068, -0.1377]], grad_fn=<AddmmBackward>)"
155,4,soap,2,"tensor(0.4622, grad_fn=<NllLossBackward>)","tensor([[-0.0560,  0.4758]], grad_fn=<AddmmBackward>)","tensor(0.7593, grad_fn=<NllLossBackward>)","tensor([[-0.0046, -0.1327]], grad_fn=<AddmmBackward>)"
156,4,opera,2,"tensor(0.4627, grad_fn=<NllLossBackward>)","tensor([[-0.0635,  0.4670]], grad_fn=<AddmmBackward>)","tensor(0.7581, grad_fn=<NllLossBackward>)","tensor([[-0.0073, -0.1332]], grad_fn=<AddmmBackward>)"
157,5,Aggressive self-glorification and a manipulative whitewash .,1,"tensor(0.4755, grad_fn=<NllLossBackward>)","tensor([[-0.0905,  0.4057]], grad_fn=<AddmmBackward>)","tensor(0.7676, grad_fn=<NllLossBackward>)","tensor([[ 0.0015, -0.1423]], grad_fn=<AddmmBackward>)"
158,5,Aggressive self-glorification and a manipulative whitewash,0,"tensor(0.4912, grad_fn=<NllLossBackward>)","tensor([[-0.0520,  0.4032]], grad_fn=<AddmmBackward>)","tensor(0.7701, grad_fn=<NllLossBackward>)","tensor([[ 0.0036, -0.1449]], grad_fn=<AddmmBackward>)"
159,5,Aggressive,2,"tensor(0.4572, grad_fn=<NllLossBackward>)","tensor([[-0.0793,  0.4661]], grad_fn=<AddmmBackward>)","tensor(0.7663, grad_fn=<NllLossBackward>)","tensor([[-0.0007, -0.1421]], grad_fn=<AddmmBackward>)"
160,5,self-glorification and a manipulative whitewash,0,"tensor(0.5161, grad_fn=<NllLossBackward>)","tensor([[-0.0008,  0.3915]], grad_fn=<AddmmBackward>)","tensor(0.7700, grad_fn=<NllLossBackward>)","tensor([[ 0.0046, -0.1437]], grad_fn=<AddmmBackward>)"
161,5,self-glorification and,1,"tensor(0.4616, grad_fn=<NllLossBackward>)","tensor([[-0.1406,  0.3929]], grad_fn=<AddmmBackward>)","tensor(0.7701, grad_fn=<NllLossBackward>)","tensor([[ 0.0069, -0.1415]], grad_fn=<AddmmBackward>)"
162,5,self-glorification,2,"tensor(0.4741, grad_fn=<NllLossBackward>)","tensor([[-0.1154,  0.3846]], grad_fn=<AddmmBackward>)","tensor(0.7643, grad_fn=<NllLossBackward>)","tensor([[-0.0035, -0.1410]], grad_fn=<AddmmBackward>)"
163,5,a manipulative whitewash,1,"tensor(0.5734, grad_fn=<NllLossBackward>)","tensor([[0.0600, 0.3158]], grad_fn=<AddmmBackward>)","tensor(0.7620, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1350]], grad_fn=<AddmmBackward>)"
164,5,manipulative whitewash,1,"tensor(0.4930, grad_fn=<NllLossBackward>)","tensor([[2.6140e-04, 4.5080e-01]], grad_fn=<AddmmBackward>)","tensor(0.7661, grad_fn=<NllLossBackward>)","tensor([[-1.2325e-04, -1.4104e-01]], grad_fn=<AddmmBackward>)"
165,5,manipulative,2,"tensor(0.4765, grad_fn=<NllLossBackward>)","tensor([[-0.0631,  0.4304]], grad_fn=<AddmmBackward>)","tensor(0.7672, grad_fn=<NllLossBackward>)","tensor([[ 0.0037, -0.1392]], grad_fn=<AddmmBackward>)"
166,5,whitewash,2,"tensor(0.5396, grad_fn=<NllLossBackward>)","tensor([[0.0301, 0.3651]], grad_fn=<AddmmBackward>)","tensor(0.7615, grad_fn=<NllLossBackward>)","tensor([[-0.0087, -0.1409]], grad_fn=<AddmmBackward>)"
167,6,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,4,"tensor(0.4788, grad_fn=<NllLossBackward>)","tensor([[-0.0826,  0.4048]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0035, -0.1311]], grad_fn=<AddmmBackward>)"
168,6,A comedy-drama of nearly epic proportions,3,"tensor(0.5230, grad_fn=<NllLossBackward>)","tensor([[-0.0050,  0.3703]], grad_fn=<AddmmBackward>)","tensor(0.7633, grad_fn=<NllLossBackward>)","tensor([[ 0.0004, -0.1354]], grad_fn=<AddmmBackward>)"
169,6,A comedy-drama,2,"tensor(0.4865, grad_fn=<NllLossBackward>)","tensor([[-0.0894,  0.3780]], grad_fn=<AddmmBackward>)","tensor(0.7612, grad_fn=<NllLossBackward>)","tensor([[-0.0009, -0.1327]], grad_fn=<AddmmBackward>)"
170,6,comedy-drama,2,"tensor(0.4583, grad_fn=<NllLossBackward>)","tensor([[-0.1416,  0.4009]], grad_fn=<AddmmBackward>)","tensor(0.7623, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1354]], grad_fn=<AddmmBackward>)"
171,6,of nearly epic proportions,3,"tensor(0.4838, grad_fn=<NllLossBackward>)","tensor([[0.0089, 0.4833]], grad_fn=<AddmmBackward>)","tensor(0.7657, grad_fn=<NllLossBackward>)","tensor([[ 0.0004, -0.1399]], grad_fn=<AddmmBackward>)"
172,6,nearly epic proportions,2,"tensor(0.5501, grad_fn=<NllLossBackward>)","tensor([[0.0587, 0.3688]], grad_fn=<AddmmBackward>)","tensor(0.7649, grad_fn=<NllLossBackward>)","tensor([[-0.0018, -0.1405]], grad_fn=<AddmmBackward>)"
173,6,nearly epic,4,"tensor(0.5867, grad_fn=<NllLossBackward>)","tensor([[0.0829, 0.3084]], grad_fn=<AddmmBackward>)","tensor(0.7632, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.1381]], grad_fn=<AddmmBackward>)"
174,6,nearly,2,"tensor(0.5857, grad_fn=<NllLossBackward>)","tensor([[0.0672, 0.2950]], grad_fn=<AddmmBackward>)","tensor(0.7584, grad_fn=<NllLossBackward>)","tensor([[-0.0029, -0.1294]], grad_fn=<AddmmBackward>)"
175,6,epic,3,"tensor(0.5714, grad_fn=<NllLossBackward>)","tensor([[0.0400, 0.3004]], grad_fn=<AddmmBackward>)","tensor(0.7630, grad_fn=<NllLossBackward>)","tensor([[-0.0006, -0.1356]], grad_fn=<AddmmBackward>)"
176,6,proportions,2,"tensor(0.5943, grad_fn=<NllLossBackward>)","tensor([[0.0786, 0.2872]], grad_fn=<AddmmBackward>)","tensor(0.7635, grad_fn=<NllLossBackward>)","tensor([[-0.0035, -0.1396]], grad_fn=<AddmmBackward>)"
177,6,rooted in a sincere performance by the title character undergoing midlife crisis .,4,"tensor(0.4387, grad_fn=<NllLossBackward>)","tensor([[-0.1645,  0.4321]], grad_fn=<AddmmBackward>)","tensor(0.7597, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1307]], grad_fn=<AddmmBackward>)"
178,6,rooted in a sincere performance by the title character undergoing midlife crisis,3,"tensor(0.4443, grad_fn=<NllLossBackward>)","tensor([[-0.0937,  0.4872]], grad_fn=<AddmmBackward>)","tensor(0.7613, grad_fn=<NllLossBackward>)","tensor([[ 0.0009, -0.1310]], grad_fn=<AddmmBackward>)"
179,6,rooted in a sincere performance,3,"tensor(0.5272, grad_fn=<NllLossBackward>)","tensor([[-0.0234,  0.3416]], grad_fn=<AddmmBackward>)","tensor(0.7639, grad_fn=<NllLossBackward>)","tensor([[-5.9564e-05, -1.3682e-01]], grad_fn=<AddmmBackward>)"
180,6,rooted,3,"tensor(0.5849, grad_fn=<NllLossBackward>)","tensor([[0.0408, 0.2704]], grad_fn=<AddmmBackward>)","tensor(0.7613, grad_fn=<NllLossBackward>)","tensor([[-0.0056, -0.1375]], grad_fn=<AddmmBackward>)"
181,6,in a sincere performance,4,"tensor(0.5150, grad_fn=<NllLossBackward>)","tensor([[-0.0343,  0.3608]], grad_fn=<AddmmBackward>)","tensor(0.7605, grad_fn=<NllLossBackward>)","tensor([[-0.0027, -0.1331]], grad_fn=<AddmmBackward>)"
182,6,in,2,"tensor(0.5891, grad_fn=<NllLossBackward>)","tensor([[0.0382, 0.2584]], grad_fn=<AddmmBackward>)","tensor(0.7631, grad_fn=<NllLossBackward>)","tensor([[-0.0008, -0.1361]], grad_fn=<AddmmBackward>)"
183,6,a sincere performance,4,"tensor(0.5363, grad_fn=<NllLossBackward>)","tensor([[-0.0045,  0.3384]], grad_fn=<AddmmBackward>)","tensor(0.7607, grad_fn=<NllLossBackward>)","tensor([[-0.0017, -0.1326]], grad_fn=<AddmmBackward>)"
184,6,sincere performance,4,"tensor(0.5463, grad_fn=<NllLossBackward>)","tensor([[0.0127, 0.3316]], grad_fn=<AddmmBackward>)","tensor(0.7656, grad_fn=<NllLossBackward>)","tensor([[ 0.0010, -0.1389]], grad_fn=<AddmmBackward>)"
185,6,sincere,3,"tensor(0.5834, grad_fn=<NllLossBackward>)","tensor([[0.0430, 0.2759]], grad_fn=<AddmmBackward>)","tensor(0.7661, grad_fn=<NllLossBackward>)","tensor([[ 0.0026, -0.1383]], grad_fn=<AddmmBackward>)"
186,6,performance,2,"tensor(0.5771, grad_fn=<NllLossBackward>)","tensor([[0.0345, 0.2818]], grad_fn=<AddmmBackward>)","tensor(0.7623, grad_fn=<NllLossBackward>)","tensor([[ 0.0034, -0.1305]], grad_fn=<AddmmBackward>)"
187,6,by the title character undergoing midlife crisis,2,"tensor(0.4988, grad_fn=<NllLossBackward>)","tensor([[-0.0008,  0.4349]], grad_fn=<AddmmBackward>)","tensor(0.7590, grad_fn=<NllLossBackward>)","tensor([[-0.0052, -0.1328]], grad_fn=<AddmmBackward>)"
188,6,by,2,"tensor(0.5274, grad_fn=<NllLossBackward>)","tensor([[-0.0023,  0.3621]], grad_fn=<AddmmBackward>)","tensor(0.7591, grad_fn=<NllLossBackward>)","tensor([[-0.0024, -0.1302]], grad_fn=<AddmmBackward>)"
189,6,the title character undergoing midlife crisis,2,"tensor(0.4682, grad_fn=<NllLossBackward>)","tensor([[-0.0147,  0.5010]], grad_fn=<AddmmBackward>)","tensor(0.7613, grad_fn=<NllLossBackward>)","tensor([[-0.0003, -0.1322]], grad_fn=<AddmmBackward>)"
190,6,the title character,2,"tensor(0.5972, grad_fn=<NllLossBackward>)","tensor([[0.0692, 0.2712]], grad_fn=<AddmmBackward>)","tensor(0.7626, grad_fn=<NllLossBackward>)","tensor([[ 0.0016, -0.1327]], grad_fn=<AddmmBackward>)"
191,6,title character,2,"tensor(0.4970, grad_fn=<NllLossBackward>)","tensor([[-0.0203,  0.4202]], grad_fn=<AddmmBackward>)","tensor(0.7621, grad_fn=<NllLossBackward>)","tensor([[ 0.0013, -0.1321]], grad_fn=<AddmmBackward>)"
192,6,title,2,"tensor(0.5482, grad_fn=<NllLossBackward>)","tensor([[0.0222, 0.3368]], grad_fn=<AddmmBackward>)","tensor(0.7606, grad_fn=<NllLossBackward>)","tensor([[ 0.0005, -0.1300]], grad_fn=<AddmmBackward>)"
193,6,character,2,"tensor(0.5267, grad_fn=<NllLossBackward>)","tensor([[0.0016, 0.3679]], grad_fn=<AddmmBackward>)","tensor(0.7595, grad_fn=<NllLossBackward>)","tensor([[-0.0014, -0.1300]], grad_fn=<AddmmBackward>)"
